<start> <start>	2.1782695826435478e-05
<start> T	0.20767622200923586
<start> h	0.003027794719874532
<start> e	0.0008277424414045482
<start> <s>	2.1782695826435478e-05
<start> F	0.02626993116668119
<start> u	0.00030495774157009674
<start> l	0.00047921930818158054
<start> t	0.012089396183671691
<start> o	0.002134704190990677
<start> n	0.001089134791321774
<start> C	0.017469722052801253
<start> y	0.0007188289622723709
<start> G	0.008081380151607562
<start> r	0.0005881327873137579
<start> a	0.008996253376317853
<start> d	0.0005227846998344516
<start> J	0.006164502918881241
<start> s	0.0023525311492550317
<start> i	0.0042911910778077895
<start> v	4.3565391652870956e-05
<start> g	0.00023960965409079027
<start> f	0.0013287444454125642
<start> A	0.08371090006099155
<start> '	0.0019168772327263221
<start> c	0.0006752635706194998
<start> p	0.0005663500914873225
<start> m	0.0006970462664459353
<start> `	0.07414829659318638
<start> k	4.3565391652870956e-05
<start> .	0.001045569399668903
<start> <eos>	2.1782695826435478e-05
<start> S	0.05517556852836107
<start> b	0.0034852313322296766
<start> -	0.0037030582904940316
<start> O	0.02833928727019256
<start> j	0.0001306961749586129
<start> D	0.015291452470157707
<start> w	0.0016119194911562256
<start> P	0.01777467979437135
<start> M	0.030430426069530364
<start> I	0.11298684325172083
<start> q	4.3565391652870956e-05
<start> z	2.1782695826435478e-05
<start> ,	0.00023960965409079027
<start> H	0.0804217129911998
<start> x	2.1782695826435478e-05
<start> L	0.011980482704539514
<start> W	0.047290232639191424
<start> N	0.0199529493770149
<start> B	0.04010194301646772
<start> 2	0.0016554848828090965
<start> 1	0.0013940925328918706
<start> 9	0.0001089134791321774
<start> 3	0.0011762655746275158
<start> 7	0.0002613923499172258
<start> 4	0.0007406116580988063
<start> 6	0.00034852313322296765
<start> E	0.013984490720571579
<start> R	0.011631959571316547
<start> 8	0.00015247887078504837
<start> :	2.1782695826435478e-05
<start> V	0.0023960965409079026
<start> $	0.0001089134791321774
<start> 0	4.3565391652870956e-05
<start> 5	0.00047921930818158054
<start> (	0.005968458656443322
<start> )	0.003093142807353838
<start> U	0.005293195085823822
<start> Y	0.010564607475821207
<start> K	0.0026574888908251285
<start> &	6.534808747930644e-05
<start> ?	2.1782695826435478e-05
<start> ;	0.0001306961749586129
<start> Q	0.0005881327873137579
<start> !	2.1782695826435478e-05
<start> Z	0.00017426156661148382
<start> /	2.1782695826435478e-05
<start> %	2.1782695826435478e-05
<start> X	6.534808747930644e-05
<start> *	0.0001306961749586129
<start> +	2.1782695826435478e-05
<start> [	2.1782695826435478e-05
<start> ]	2.1782695826435478e-05
<start> {	2.1782695826435478e-05
<start> }	2.1782695826435478e-05
T <start>	8.017960230917254e-05
T T	8.017960230917254e-05
T h	0.8005131494547787
T e	0.027902501603592048
T <s>	0.005853110968569596
T F	0.00032071840923669016
T u	0.012828736369467608
T l	8.017960230917254e-05
T t	8.017960230917254e-05
T o	0.054281590763309816
T n	8.017960230917254e-05
T C	0.001042334830019243
T y	0.0009621552277100705
T G	8.017960230917254e-05
T r	0.028784477228992945
T a	0.020686337395766516
T d	8.017960230917254e-05
T J	8.017960230917254e-05
T s	0.0011225144323284157
T i	0.017479153303399615
T v	8.017960230917254e-05
T g	8.017960230917254e-05
T f	8.017960230917254e-05
T A	0.0012828736369467607
T '	0.00024053880692751764
T c	0.00032071840923669016
T p	8.017960230917254e-05
T m	8.017960230917254e-05
T `	8.017960230917254e-05
T k	8.017960230917254e-05
T .	0.0020044900577293138
T <eos>	8.017960230917254e-05
T S	0.0012828736369467607
T b	8.017960230917254e-05
T -	8.017960230917254e-05
T O	0.0022450288646568314
T j	0.00016035920461834508
T D	8.017960230917254e-05
T w	0.010583707504810776
T P	0.00024053880692751764
T M	8.017960230917254e-05
T I	8.017960230917254e-05
T q	8.017960230917254e-05
T z	8.017960230917254e-05
T ,	8.017960230917254e-05
T H	0.00024053880692751764
T x	8.017960230917254e-05
T L	8.017960230917254e-05
T W	8.017960230917254e-05
T N	0.00040089801154586275
T B	8.017960230917254e-05
T 2	8.017960230917254e-05
T 1	8.017960230917254e-05
T 9	8.017960230917254e-05
T 3	8.017960230917254e-05
T 7	8.017960230917254e-05
T 4	8.017960230917254e-05
T 6	8.017960230917254e-05
T E	0.00016035920461834508
T R	0.00040089801154586275
T 8	8.017960230917254e-05
T :	8.017960230917254e-05
T V	0.0034477228992944196
T $	8.017960230917254e-05
T 0	8.017960230917254e-05
T 5	8.017960230917254e-05
T (	8.017960230917254e-05
T )	0.00016035920461834508
T U	0.00032071840923669016
T Y	8.017960230917254e-05
T K	8.017960230917254e-05
T &	8.017960230917254e-05
T ?	8.017960230917254e-05
T ;	8.017960230917254e-05
T Q	8.017960230917254e-05
T !	8.017960230917254e-05
T Z	8.017960230917254e-05
T /	8.017960230917254e-05
T %	8.017960230917254e-05
T X	8.017960230917254e-05
T *	8.017960230917254e-05
T +	8.017960230917254e-05
T [	8.017960230917254e-05
T ]	8.017960230917254e-05
T {	8.017960230917254e-05
T }	0.00016035920461834508
h <start>	5.030636576752422e-06
h T	5.030636576752422e-06
h h	0.0001559497338793251
h e	0.47834814017365757
h <s>	0.10537171373665624
h F	5.030636576752422e-06
h u	0.011263595295348674
h l	0.0021732350011570466
h t	0.02375466591542494
h o	0.07403084786348865
h n	0.0042508879073557965
h C	5.030636576752422e-06
h y	0.0067360223762714935
h G	5.030636576752422e-06
h r	0.013391554567314948
h a	0.14571741908221067
h d	0.00026159310199112595
h J	5.030636576752422e-06
h s	0.0018764274431286535
h i	0.12602247688422494
h v	4.52757291907718e-05
h g	6.0367638921029066e-05
h f	0.0003169301043354026
h A	5.030636576752422e-06
h '	0.0005181555674054995
h c	0.0004276041090239559
h p	0.00011570464126530571
h m	0.0016852632532120616
h `	5.030636576752422e-06
h k	4.024509261401938e-05
h .	9.05514583815436e-05
h <eos>	0.00011067400468855329
h S	5.030636576752422e-06
h b	0.0007998712157036351
h -	0.0012123834149973338
h O	5.030636576752422e-06
h j	1.5091909730257267e-05
h D	5.030636576752422e-06
h w	0.0007847793059733779
h P	5.030636576752422e-06
h M	5.030636576752422e-06
h I	5.030636576752422e-06
h q	7.545954865128633e-05
h z	6.0367638921029066e-05
h ,	5.030636576752422e-06
h H	5.030636576752422e-06
h x	5.030636576752422e-06
h L	5.030636576752422e-06
h W	5.030636576752422e-06
